text,category,alias,verdict,gain,heard_without_dict,heard_with_dict,sentence,judge_reason,stored_verdict,stt_model
dutasteride,drug,doo-TAS-ter-ide,WASH,-0.043,Please take your duteasteride as prescribed.,Please take your due tastor ID as prescribed.,Please take your dutasteride as prescribed.,"Both transcripts fail to clearly produce ""dutasteride"" — the without-dictionary version is closer to the target (""duteasteride"") than the with-dictionary version (""due tastor ID""), which is more garbled.",HURTS,
tamsulosin,drug,tam-SOO-loh-sin,HURTS,-0.051,Please take your Tamsulosin as prescribed.,Please take your Tam Solo Sin as prescribed.,Please take your tamsulosin as prescribed.,"Without dictionary, ""Tamsulosin"" was correctly transcribed; with dictionary, it was fragmented into ""Tam Solo Sin.""",WASH,
silodosin,drug,si-LOH-doh-sin,HURTS,-0.032,Please take your silo dosin as prescribed.,Please take your Siloach dose in as prescribed.,Please take your silodosin as prescribed.,"The without-dictionary transcript ""silo dosin"" is a reasonable phonetic rendering of ""silodosin,"" while the with-dictionary transcript ""Siloach dose in"" is more fragmented and less accurate.",WASH,
alfuzosin,drug,al-FOO-zoh-sin,HURTS,-0.091,Please take your alfuzosin as prescribed.,Please take your Alphozo Sin as prescribed.,Please take your alfuzosin as prescribed.,"Without dictionary, ""alfuzosin"" was correctly pronounced as a single word; with dictionary, it was fragmented into ""Alphozo Sin,"" losing the correct term.",WASH,
oxybutynin,drug,ok-see-BYOO-ti-nin,HURTS,-0.206,Please take your oxybutyn as prescribed.,Please take your OKCBO to 9 as prescribed.,Please take your oxybutynin as prescribed.,"The without-dictionary transcript ""oxybutyn"" is a closer and more recognizable rendering of ""oxybutynin"" than the garbled ""OKCBO to 9"" produced with the dictionary.",HURTS,
tolterodine,drug,tol-TER-oh-deen,HURTS,-0.097,Please take your Tolterodine as prescribed.,Please take your Tall Tarot Dean as prescribed.,Please take your tolterodine as prescribed.,"The without-dictionary transcript correctly produced ""Tolterodine,"" while the with-dictionary transcript mangled it into ""Tall Tarot Dean.""",HURTS,
solifenacin,drug,sol-i-FEN-ah-sin,HURTS,-0.018,Please take your solifinicin as prescribed.,Please take your Solly Fennicin as prescribed.,Please take your solifenacin as prescribed.,"Without dictionary, the listener got ""solifinicin"" which is a reasonable attempt at ""solifenacin""; with dictionary, it became ""Solly Fennicin"" which is worse and more garbled.",WASH,
darifenacin,drug,dar-i-FEN-ah-sin,WASH,0.098,Please take your Derafinicin as prescribed.,Please take your Dari Fennicin as prescribed.,Please take your darifenacin as prescribed.,"Both transcripts mispronounce the drug name; the dictionary version (""Dari Fennicin"") is no closer to ""darifenacin"" than the baseline (""Derafinicin"").",HELPS,
mirabegron,drug,mir-ah-BEG-ron,WASH,0.07,Please take your Mirabagran as prescribed.,Please take your Mirabeg Ron as prescribed.,Please take your mirabegron as prescribed.,"Both transcripts mispronounce the term (""Mirabagran"" vs ""Mirabeg Ron""), and neither recovers the correct ""mirabegron.""",HURTS,
phenazopyridine,drug,fen-az-oh-PYR-i-deen,WASH,0.032,Please take your Phonazopyridine as prescribed.,Please take your Phenazopyridine as prescribed.,Please take your phenazopyridine as prescribed.,"Both transcripts render the term as ""Phonazopyridine""/""Phenazopyridine"" — the dictionary version is slightly closer to the target but neither recovers the correct ""phenazopyridine"" pronunciation meaningfully.",WASH,
hydroxyzine,drug,hy-DROK-si-zeen,WASH,0.0,Please take your hydroxyzine as prescribed.,Please take your hydroxyzine as prescribed.,Please take your hydroxyzine as prescribed.,"Both transcripts already correctly rendered ""hydroxyzine"" identically, so the dictionary entry provided no benefit.",WASH,
fexofenadine,drug,fek-soh-FEN-ah-deen,WASH,0.0,Please take your fexofenidine as prescribed.,Please take your fexofenidine as prescribed.,Please take your fexofenadine as prescribed.,"Both transcripts render the term identically as ""fexofenidine,"" so the dictionary entry produced no change.",HURTS,
loratadine,drug,lor-AT-ah-deen,WASH,0.057,Please take your Loredadina's prescribed.,Please take your Lor-Ateadine as prescribed.,Please take your loratadine as prescribed.,"Both transcripts are garbled attempts at ""loratadine""; neither clearly recovers the correct term, and the dictionary version (""Lor-Ateadine"") is arguably worse with the awkward hyphenation.",WASH,
cetirizine,drug,se-TIR-i-zeen,HURTS,-0.077,Please take your satirizine as prescribed.,Please take your C-Tarazine as prescribed.,Please take your cetirizine as prescribed.,"The without-dictionary transcript ""satirizine"" is closer to ""cetirizine"" than the with-dictionary transcript ""C-Tarazine,"" which is more garbled and fragmented.",HURTS,
diphenhydramine,drug,dy-fen-HY-drah-meen,HURTS,-0.058,Please take your diphenhydramine as prescribed.,Please take your diphenidramine as prescribed.,Please take your diphenhydramine as prescribed.,"The without-dictionary transcript correctly rendered ""diphenhydramine,"" while the with-dictionary transcript dropped a syllable to ""diphenidramine,"" making it less accurate.",HURTS,
chlorpheniramine,drug,klor-fen-EER-ah-meen,WASH,0.0,Please take your chlorpheniramine as prescribed.,Please take your chlorpheniramine as prescribed.,Please take your chlorpheniramine as prescribed.,"Both transcripts already produced the correct term ""chlorpheniramine"" identically, so the dictionary entry made no difference.",HELPS,
azelastine,drug,ah-ZEL-ah-steen,WASH,-0.038,Please take your Azelastine as prescribed.,Please take your Azelostine as prescribed.,Please take your azelastine as prescribed.,"Both transcripts are close approximations of ""azelastine""; neither is clearly better, and the dictionary version (""Azelostine"") isn't more accurate than the original.",WASH,
olopatadine,drug,oh-loh-PAT-ah-deen,WASH,0.0,Please take your olopatidine as prescribed.,Please take your Olopatidine as prescribed.,Please take your olopatadine as prescribed.,"Both transcripts render the term as ""olopatidine"" with the same mispronunciation; the dictionary only changed capitalization, not pronunciation.",HURTS,
modafinil,drug,mo-DAF-i-nil,WASH,-0.007,Please take your modafinil as prescribed.,Please take your Modafi Nil as prescribed.,Please take your modafinil as prescribed.,"Both transcripts fail to render ""modafinil"" correctly as a single word; the dictionary version splits it into ""Modafi Nil"" which is arguably worse, but neither captures the target.",WASH,
armodafinil,drug,ar-mo-DAF-i-nil,HURTS,-0.057,Please take your armodafinil as prescribed.,Please take your Armo Daffy-Nil as prescribed.,Please take your armodafinil as prescribed.,"The without-dictionary transcript already produced the correct term ""armodafinil,"" while the with-dictionary transcript fragmented it into ""Armo Daffy-Nil.""",HELPS,
sumatriptan,drug,soo-mah-TRIP-tan,WASH,-0.007,Please take your Sumatriptan as prescribed.,Please take your Sumatrip tan as prescribed.,Please take your sumatriptan as prescribed.,"Both transcripts convey the term, but the dictionary version introduces an awkward space (""Sumatrip tan""), making it slightly worse while still recognizable.",HELPS,
rizatriptan,drug,ry-zah-TRIP-tan,WASH,0.09,Please take your risotriptin as prescribed.,Please take your Rhizautrip tan as prescribed.,Please take your rizatriptan as prescribed.,"Both transcripts fail to clearly produce ""rizatriptan""; the dictionary version is fragmented into ""Rhizautrip tan"" while the non-dictionary version is closer to a plausible pronunciation (""risotriptin"").",WASH,
zolmitriptan,drug,zohl-mi-TRIP-tan,WASH,0.036,Please take your zolmatriptin as prescribed.,Please take your Zolmetriptan as prescribed.,Please take your zolmitriptan as prescribed.,"Both transcripts are mispronunciations of ""zolmitriptan"" (target: zol-mih-trip-tan); the dictionary version ""Zolmetriptan"" is not closer to the correct pronunciation than ""zolmatriptin.""",HELPS,
eletriptan,drug,el-e-TRIP-tan,WASH,0.038,Please take your elitriptin as prescribed.,Please take your Elitriptan as prescribed.,Please take your eletriptan as prescribed.,"Both transcripts render the term as ""elitriptin/Elitriptan"" with only a capitalization difference; the dictionary did not recover the correct pronunciation ""eletriptan.""",WASH,
almotriptan,drug,al-moh-TRIP-tan,WASH,0.067,Please take your almitriptin as prescribed.,Please take your Almo Triptan as prescribed.,Please take your almotriptan as prescribed.,"Both transcripts fail to clearly produce ""almotriptan"" — the without-dictionary version gives a garbled ""almitriptin"" and the with-dictionary version splits it into ""Almo Triptan,"" neither matching the target.",HELPS,
frovatriptan,drug,froh-vah-TRIP-tan,WASH,0.064,Please take your frovitriptin as prescribed.,Please take your Frova Triptan as prescribed.,Please take your frovatriptan as prescribed.,"Both transcripts fail to produce the correct single-word pronunciation ""frovatriptan""; the dictionary version splits it into two words but still doesn't match the target.",HELPS,
naratriptan,drug,nar-ah-TRIP-tan,WASH,0.074,Please take your Nerotriptin as prescribed.,Please take your Naritriptan as prescribed.,Please take your naratriptan as prescribed.,"Both transcripts mispronounce the term (Nerotriptin vs Naritriptan), neither recovers the correct ""naratriptan"" pronunciation.",HELPS,
ubrogepant,drug,yoo-BROH-jeh-pant,WASH,0.007,Please take your Uberojapan as prescribed.,Please take your YouBroach Japant as prescribed.,Please take your ubrogepant as prescribed.,"Both transcripts garble the drug name; the dictionary version (""YouBroach Japant"") is no closer to ""ubrogepant"" than the baseline (""Uberojapan"").",HELPS,
rimegepant,drug,rih-MEH-jeh-pant,WASH,-0.012,Please take your Rhyme Japan as prescribed.,Please take your Rea Michiapant as prescribed.,Please take your rimegepant as prescribed.,"Both transcripts fail to recover the target term ""rimegepant""; the dictionary version is not meaningfully closer and is arguably more garbled.",HELPS,
erenumab,drug,eh-REH-nyoo-mab,WASH,0.022,Please take your Aranumab as prescribed.,Please take your REACH Numab as prescribed.,Please take your erenumab as prescribed.,"Both transcripts fail to clearly produce ""erenumab"" — the without-dictionary version gets closer with ""Aranumab"" while the with-dictionary version is more garbled (""REACH Numab""), so no clear improvement.",WASH,
fremanezumab,drug,freh-mah-NEH-zoo-mab,HURTS,-0.107,Please take your Freminezumab as prescribed.,Please take your frame on each Zumab as prescribed.,Please take your fremanezumab as prescribed.,"Without dictionary, ""Freminezumab"" is a close phonetic match to ""fremanezumab""; with dictionary, it fragments into ""frame on each Zumab,"" which is worse.",WASH,
galcanezumab,drug,gal-kah-NEH-zoo-mab,HURTS,-0.083,Please take your galconezumab as prescribed.,Please take your Galkon H Zumab as prescribed.,Please take your galcanezumab as prescribed.,"The without-dictionary transcript ""galconezumab"" is a much closer match to ""galcanezumab"" than the with-dictionary transcript ""Galkon H Zumab,"" which is fragmented and mispronounced.",WASH,
eprodual,drug,eh-PROH-dool,HURTS,-0.028,Please take your aproduil as prescribed.,Please take your APR OACH Duel as prescribed.,Please take your eprodual as prescribed.,"The without-dictionary transcript ""aproduil"" is closer to ""eprodual"" than the with-dictionary transcript ""APR OACH Duel,"" which is fragmented and garbled.",HELPS,
onabotulinumtoxinA,drug,on-ah-BOT-yoo-ly-num-TOX-in ay,WASH,-0.007,Please take your Onobotulinum toxinae as prescribed.,Please take your Onabot Eulinum Tuxini as prescribed.,Please take your onabotulinumtoxinA as prescribed.,"Both transcripts are garbled and neither recovers the target term ""onabotulinumtoxinA""; the dictionary version is arguably worse with more fragmentation.",HURTS,
MI,acronym,myocardial infarction,HELPS,0.432,The patient has a history of MI.,The patient has a history of myocardial infarction.,The patient has a history of MI.,"The ""without dictionary"" transcript left ""MI"" as an unexpanded acronym, while the ""with dictionary"" transcript correctly expanded it to ""myocardial infarction.""",HELPS,
COPD,acronym,chronic obstructive pulmonary disease,HELPS,0.458,The patient has a history of COPD.,The patient has a history of chronic obstructive pulmonary disease.,The patient has a history of COPD.,"The dictionary expanded the acronym to its full form, which the listener correctly transcribed, while the without-dictionary version left it as the acronym.",HELPS,
CHF,acronym,congestive heart failure,HELPS,0.405,The patient has a history of CHF.,The patient has a history of congestive heart failure.,The patient has a history of CHF.,"The ""without dictionary"" transcript left the acronym ""CHF"" unexpanded, while the ""with dictionary"" transcript correctly expanded it to ""congestive heart failure.""",HELPS,
